val_loss,macro_map,macro_f1,micro_f1,epoch,train_loss
0.42895075234961,0.2997329206547774,0.12360947693360895,0.26988636363636365,1,0.476754859874123
0.41898572381506577,0.32770149207869315,0.15833629263343207,0.32040164308534913,2,0.4209399153863577
0.41527752356326325,0.33760754539189547,0.15985067567145872,0.33407771326485036,3,0.41555097150175196
0.4126733573193246,0.34192402194855764,0.1621463180576189,0.343791427308882,4,0.4120102993079594
0.408756433649266,0.3572788824171467,0.18638297192087172,0.3805044890979051,5,0.4087408188366352
0.4146132171154022,0.3554548929083533,0.1827475498977131,0.38943894389438943,6,0.40384943816894875
0.4045434353199411,0.3669459950091244,0.22048900798927923,0.4217016029593095,7,0.4004518689965843
0.3993870520845373,0.38104271522688515,0.19967065650117216,0.39880444064901793,8,0.3961507708282399
0.39853977903406673,0.3912082234886328,0.20329550319518946,0.41856610029009533,9,0.3919183070722379
0.3931613761059781,0.38777263454854316,0.21414081176265126,0.4303691275167785,10,0.39073047938203453
0.3868811751933808,0.4024446726264127,0.2633199518141679,0.4865488086087625,11,0.38741613918901385
0.41290568354281976,0.4119467745486232,0.1867719495242722,0.40631491483174076,12,0.386028855030698
0.4020369014841445,0.41122331776372756,0.20774294542492858,0.4363784665579119,13,0.382861897685474
0.42882175521647675,0.4169894851088826,0.149789030087035,0.3777038269550749,14,0.3825140367437126
0.38214850615947804,0.413644117558088,0.2733259378230848,0.4821917808219178,15,0.37747493722385034
0.39069579763615386,0.43254437763276066,0.22071076266476258,0.428927680798005,16,0.37698455541429665
0.3765033261573061,0.4289476132733164,0.27310396847143287,0.4792514239218877,17,0.37553090921470095
0.3803045946232816,0.4241878490045818,0.2645709296939517,0.48484848484848486,18,0.3734388237160848
0.3751459762136987,0.42392460429593914,0.27669227438182087,0.492442322991249,19,0.37376341811920466
0.3745127561244559,0.4333753912303978,0.2637738985321508,0.4928571428571429,20,0.37390252398817164
0.37290772795677185,0.42936245969457343,0.2742582792261037,0.4835965978128797,21,0.3719062102132274
0.37459085532959474,0.4313062030950962,0.29020096236510806,0.5087650954421503,22,0.37049445672366854
0.38823131551133827,0.42188858322639183,0.25414600138248383,0.47193675889328063,23,0.370580560562754
0.3718212192997019,0.4345047222163488,0.2711826679620783,0.48848684210526316,24,0.37059355723230464
0.3738121292058458,0.43150414108867674,0.291563254298218,0.517709118311982,25,0.37109622348071936
0.3735631824807918,0.4390768549153966,0.25646463512281104,0.47323252962811607,26,0.36881531321240546
0.36855938555078305,0.4347588044330273,0.3089987911694106,0.5315416200074655,27,0.3681844858858818
0.37649943790537244,0.4426314353195118,0.2739708435715931,0.5,28,0.3669798503020652
0.3687972752971852,0.4390764183743464,0.3019410141549664,0.5138834571763786,29,0.3693938120303297
0.3858309527660938,0.44297912196444794,0.23087293521002286,0.4483319772172498,30,0.366466551570964
0.366361326359688,0.446487164493683,0.300918376223681,0.5215686274509804,31,0.3649486724035184
0.3671800116909311,0.44339738821562785,0.27806418838410296,0.5024038461538461,32,0.365041441151074
0.3688902886624032,0.4414020087249774,0.2904477504677214,0.5105033690051526,33,0.3647783755471832
0.3662320442022161,0.4426326803052339,0.2968515635776747,0.5165615141955836,34,0.3637567715985434
0.3647927274095251,0.4479993509556926,0.30344156908996667,0.5283893395133256,35,0.364672181413586
0.36972526603556694,0.44852463104409557,0.277879152879282,0.5023847376788553,36,0.36424583135018673
0.36834181781778946,0.4501213077426954,0.2722415802061465,0.5053296486379787,37,0.363089878084068
0.3647184752403422,0.44665216750349446,0.29880527708070903,0.5349103395650515,38,0.3632530080980824
0.36440110872400566,0.44575304022008144,0.3001675519813377,0.5164576802507836,39,0.3618291400765118
0.36309372776366294,0.44745829338727894,0.3104299650997568,0.5399096385542169,40,0.3617007680853507
