TRACK_ID,bpm,beats_count,beats_loudness_mean,bpm_histogram_first_peak_bpm,bpm_histogram_first_peak_spread,bpm_histogram_first_peak_weight,onset_rate,danceability,beat_interval_mean,beat_interval_std
track_1147710,125.0124969482422,498.0,0.1948511633899504,126.0,0.4204081892967224,0.5714285969734192,7.787499904632568,1.791045904159546,0.4807277932253402,0.0086503212204071
track_1103990,119.9534683227539,464.0,0.1717337735087845,120.0,0.1912568211555481,0.6393088698387146,2.5416667461395264,0.9883952140808104,0.5159042555492847,0.0417589688334199
track_1131488,136.1248779296875,531.0,0.0228477020948781,136.0,0.4413646459579468,0.4943396151065826,5.070833206176758,1.1585086584091189,0.450883312382788,0.037463795681434
track_1198188,80.01055908203125,63.0,0.4369198211601802,80.0,0.0645161271095275,0.9354838728904724,2.75,1.1802780628204346,0.7499670472837263,0.0070587838916505
track_245962,138.05308532714844,381.0,0.7471070820470244,140.0,0.469613254070282,0.5052631497383118,6.433682918548584,1.4891678094863892,0.4332048963559301,0.0107491936685081
track_719849,119.9962158203125,332.0,0.1947114600151818,120.0,0.1217949390411377,0.8277945518493652,6.528700828552246,1.2164829969406128,0.4961073214914143,0.0251322198452311
track_736523,147.17320251464844,527.0,0.2161226548498365,148.0,0.3983228802680969,0.5456273555755615,3.269001245498657,1.0276777744293213,0.4054442322866092,0.0100964948170966
track_1129658,109.2225112915039,405.0,0.1665185258452159,110.0,0.5654951930046082,0.3366336524486542,3.0283493995666504,1.0864193439483645,0.5534280616753172,0.0180967984515938
track_1379947,90.01403045654297,359.0,0.3190401426301154,91.0,0.4608938694000244,0.5391061305999756,5.141666889190674,1.671081781387329,0.6666332155299586,0.0068644231281653
track_846411,119.9919662475586,438.0,0.0581343095877697,120.0,0.0952380895614624,0.8695651888847351,3.1541733741760254,1.1671961545944214,0.5056317640933073,0.0318271674556814
track_131632,104.95841979980467,413.0,0.0943116621446858,105.0,0.2549999952316284,0.7233009934425354,4.285612106323242,1.0011273622512815,0.5735948554520468,0.013307817272519
track_802326,95.10343170166016,380.0,0.1180200195138336,96.0,0.4290220737457275,0.4775725603103637,4.754166603088379,1.1459558010101318,0.6307679045168895,0.0275477538296492
track_625206,119.9822235107422,467.0,0.0905936408405684,120.0,0.4583333134651184,0.5021459460258484,4.788547039031982,1.2360435724258425,0.5034145806224561,0.0156563066556986
track_939255,165.6433868408203,496.0,0.2032807848078711,167.0,0.0,0.7232323288917542,3.761772871017456,1.4136033058166504,0.3633336455532999,0.0086840042608014
track_168403,139.4595947265625,449.0,0.0950088265536205,140.0,0.2202247381210327,0.7745535969734192,4.332874774932861,1.1621417999267578,0.430450253055564,0.0056850326292637
track_383573,92.06593322753906,207.0,0.5167695425251829,92.0,0.2039800882339477,0.7766990661621094,4.605540752410889,1.913970708847046,0.652525778245,0.0111916999414584
track_1351134,107.03997039794922,366.0,0.1266450706556926,108.0,0.2730158567428589,0.6273972392082214,4.321590423583984,1.2580890655517578,0.5608414191089265,0.0176090010188482
track_35173,119.40901947021484,416.0,0.0819415324770076,120.0,0.5380281805992126,0.395180732011795,3.478046417236328,1.8176491260528564,0.5003480668527535,0.0208636511871788
track_1233768,133.07850646972656,509.0,0.3323022386218835,133.0,0.5418719053268433,0.3661417365074157,5.031807899475098,1.271900653839111,0.4635991794387186,0.0362578498483445
track_1023273,121.97596740722656,314.0,0.0344580631953866,123.0,0.407608687877655,0.3482428193092346,3.064981937408448,0.998648464679718,0.5010465620615231,0.0146639288916712
track_26219,152.00253295898438,99.0,0.1834420985212982,152.0,0.0135135054588317,0.7448979616165161,3.68179702758789,1.3876729011535645,0.4212763081399762,0.0552081201085504
track_553091,139.98794555664062,559.0,0.3277482095645984,140.0,0.367941677570343,0.6218637824058533,4.387499809265137,1.3402535915374756,0.4287576951540499,0.0078063930434228
track_1347896,80.06745147705078,122.0,0.0020996173331116,80.0,0.1714285612106323,0.7190082669258118,0.6411952972412109,1.117642879486084,0.7466846630592977,0.0235547654584084
track_171074,140.39126586914062,348.0,0.0569993706553942,140.0,0.5501618385314941,0.4005763828754425,3.261810779571533,1.0321714878082275,0.4290338238481142,0.0183333430998338
track_1052660,110.00048065185548,439.0,0.0962187115165763,110.0,0.1210045218467712,0.878995418548584,3.012500047683716,1.4659262895584106,0.5454833815086922,0.0040344215015096
track_842757,99.0340805053711,391.0,0.0253328389072519,99.0,0.2551319003105163,0.6512820720672607,0.875,0.921677589416504,0.6121137105501615,0.0191592509279117
track_162045,98.94803619384766,342.0,0.2862631628790519,99.0,0.1603773236274719,0.7829911708831787,3.874165773391724,0.9673561453819276,0.6059999411756342,0.0166560580075256
track_1149234,139.94972229003906,195.0,0.1109397665621378,140.0,0.3297871947288513,0.6494845151901245,5.226190567016602,1.5797336101531982,0.4296888280467889,0.0081661368239419
track_711277,89.99674224853516,226.0,0.190478575263568,91.0,0.436619758605957,0.5333333015441895,3.271813154220581,1.4469443559646606,0.6650710921817355,0.0161947435612352
track_1132736,122.96481323242188,490.0,1.093811729759434,123.0,0.0817204117774963,0.873210608959198,4.3416666984558105,1.4876326322555542,0.488948599753448,0.0081266382376142
track_773674,122.76483917236328,489.0,0.2451570919373954,123.0,0.6009615659713745,0.3401639461517334,3.637500047683716,1.2471916675567627,0.4905215408347669,0.0121847357570133
track_986866,90.00672912597656,359.0,0.1541635194212239,91.0,0.4217877388000488,0.5782122611999512,6.383333206176758,1.1755367517471311,0.6666656293016572,0.005733725470595
track_1163967,120.76168823242188,483.0,0.0843170951730952,120.0,0.5973684787750244,0.317427396774292,4.837500095367432,1.0873992443084717,0.4959531696010922,0.0155943974824758
track_1367768,94.95267486572266,184.0,0.1212490456474134,96.0,0.4450867176055908,0.5245901346206665,3.328404188156128,1.1636427640914917,0.6344884080313594,0.0141963166524705
track_1088383,132.01226806640625,412.0,0.0542994375976887,133.0,0.6041666269302368,0.2311435490846634,3.2820513248443604,1.0516352653503418,0.4713198770281752,0.0387097659598
track_1098068,147.9503173828125,465.0,0.1200917279495099,148.0,0.2036473751068115,0.5646551847457886,3.034910202026367,1.0989210605621338,0.5119649740899431,0.175441526031854
track_1194604,85.94309997558594,343.0,0.2426858449651066,86.0,0.1424332857131958,0.8450292348861694,5.400000095367432,1.302040934562683,0.6989070473358645,0.009447924135965
track_723360,163.64283752441406,649.0,0.3748172781966206,161.0,0.0507936477661132,0.4614197611808777,4.7648444175720215,1.2372932434082031,0.3654276139482303,0.0119419907459168
track_511074,92.1813735961914,394.0,0.0583434740965384,92.0,0.3571428060531616,0.4580152630805969,2.7069692611694336,0.8742587566375732,0.59506301289903,0.0931831732862793
track_1137247,102.9898910522461,363.0,0.3791134590716412,103.0,0.1825842261314392,0.8038673996925354,5.105605602264404,1.5807796716690063,0.5812365259584142,0.0117618693387715
track_1103321,133.95672607421875,518.0,0.3051022122647775,133.0,0.4488189220428467,0.5415861010551453,3.293518543243408,1.1021935939788818,0.4484999382749517,0.0079831811611997
track_1098831,136.7102813720703,358.0,0.3356674319647539,136.0,0.240240216255188,0.7086834907531738,4.0656023025512695,1.0021963119506836,0.438967697009319,0.0083133822354331
track_1417008,99.98040008544922,335.0,0.0636387206072406,99.0,0.5365853309631348,0.113772451877594,2.570544719696045,0.991604506969452,0.4942582950977508,0.1009654341373771
track_1052565,161.7980194091797,621.0,0.4048961361726947,161.0,0.3353534936904907,0.5306451916694641,4.912499904632568,1.115319013595581,0.3859568255562936,0.0314868027243341
track_1009061,99.76236724853516,380.0,0.0362889114387953,99.0,0.1908602118492126,0.7941952347755432,3.9772679805755615,1.1819297075271606,0.6007780434273793,0.0070983946561047
track_350359,152.21929931640625,374.0,0.0224592887381878,152.0,0.2619047164916992,0.1662198454141616,3.652967691421509,1.078635573387146,0.4338022665427773,0.0869401210856714
track_1105603,100.05332946777344,149.0,0.1684222245705698,99.0,0.626086950302124,0.2905405461788177,3.1954190731048584,1.152621150016785,0.6016007839022456,0.0306885260692349
track_1274166,151.17611694335938,107.0,0.0911194570782083,152.0,0.4516128897666931,0.3207547068595886,2.0087718963623047,0.9100258946418762,0.4134685197528803,0.042300702900168
track_989877,64.99897766113281,202.0,0.2625369781984332,65.0,0.004975140094757,0.995024800300598,5.12669849395752,1.328925609588623,0.923137553295686,0.0065624347559634
track_1113645,114.93104553222656,271.0,0.0663120336499246,115.0,0.1520912647247314,0.8259259462356567,5.98958683013916,1.2027229070663452,0.5222339560588201,0.0100645168340661
track_1339384,149.04139709472656,586.0,0.0946869171890446,148.0,0.545258641242981,0.3606837689876556,2.5166666507720947,0.9869667291641236,0.4083735021261068,0.0274247127396828
track_166333,106.01136016845705,423.0,0.1416532251139958,105.0,0.434108555316925,0.5189573168754578,3.0791666507720947,1.0423506498336792,0.5658900782960286,0.0169251780146446
