TRACK_ID,logmel_path,accordion,acousticbassguitar,acousticguitar,bass,beat,bell,bongo,brass,cello,clarinet,classicalguitar,computer,doublebass,drummachine,drums,electricguitar,electricpiano,flute,guitar,harmonica,harp,horn,keyboard,oboe,orchestra,organ,pad,percussion,piano,pipeorgan,rhodes,sampler,saxophone,strings,synthesizer,trombone,trumpet,ukulele,viola,violin,voice,bpm,beats_count,beats_loudness_mean,bpm_histogram_first_peak_bpm,bpm_histogram_first_peak_spread,bpm_histogram_first_peak_weight,onset_rate,danceability,beat_interval_mean,beat_interval_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_contrast_mean,spectral_flatness_mean,spectral_rolloff_mean,hnr_mean_db,inharmonicity_mean,mfcc_01_mean,mfcc_02_mean,mfcc_03_mean,mfcc_04_mean,mfcc_05_mean,mfcc_06_mean,mfcc_07_mean,mfcc_08_mean,mfcc_09_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_01_std,mfcc_02_std,mfcc_03_std,mfcc_04_std,mfcc_05_std,mfcc_06_std,mfcc_07_std,mfcc_08_std,mfcc_09_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,tonal_concentration_mean,tonal_concentration_std,chroma_entropy_mean,chroma_entropy_std,chroma_flux_mean,chroma_flux_std,tonnetz_movement_mean,tonnetz_movement_std,valid_tonal_ratio,tonnetz_01_mean,tonnetz_02_mean,tonnetz_03_mean,classical,electronic,folk,hiphop,jazz,rock
track_1147710,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/10/1147710.npy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,125.0124969482422,498.0,0.1948511633899504,126.0,0.4204081892967224,0.5714285969734192,7.787499904632568,1.791045904159546,0.4807277932253402,0.0086503212204071,2002.6019105371736,1120.3134630373552,2541.026569636296,755.7654673653533,20.385978566702423,6.514152111516947e-05,4662.068684108486,-0.5125733001193239,0.0191310741978874,-95.00069932935304,107.13085829415256,34.55575753968155,25.36720943686497,9.126659528786444,15.1392020531548,7.399416010844847,7.636160510010447,0.8010713370879478,3.1431694585050027,-1.8513054295104925,5.288057619698948,-0.5197793911894186,78.39203170750221,39.11769248238613,24.50855320369167,15.995987672489978,10.171429237723908,10.883443407533214,8.47611719523314,8.784717032876008,8.059299270169195,7.56600550345631,7.060546452514646,5.910742200663213,6.299484447812725,0.175899765835279,0.0352300898304714,0.9510027715769184,0.0215921501642946,0.0238356339514255,0.0078234419333413,0.0327416012486322,0.0143088950556233,1.0,0.0454214026394603,-0.0230442509238771,0.0755098727080402,0,1,0,0,0,0
track_1103990,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/90/1103990.npy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,119.9534683227539,464.0,0.1717337735087845,120.0,0.1912568211555481,0.6393088698387146,2.5416667461395264,0.9883952140808104,0.5159042555492847,0.0417589688334199,2164.108404299242,995.1750862305288,2147.576273314328,673.3408327239023,24.02584734723164,0.0001428321641196,4415.4816335199785,2.2567253217737635,0.0134220896478798,-90.62061970520746,99.13489160928356,-11.154364923974311,35.2408591683856,1.2505977130314805,-1.5655335464450637,-0.923799012618964,2.7349181647074405,-4.901374395626046,0.6853130169932935,-4.609132614235059,1.9314305487032275,-8.675897052881544,128.71646408246357,41.875875413099294,23.43668940905992,19.9550233121057,11.66469766366146,11.405927287395397,9.028486490236368,8.380791824238813,8.008331006344745,11.371330087492836,7.243977418105929,7.730332634401429,7.181793352966087,0.2521061241972631,0.1489033518411208,0.8984006566006447,0.12384217538772,0.033886833116847,0.0201034043074702,0.0512290173776411,0.0333196202219545,0.999333422210372,0.1418750331052213,0.0025967727892781,0.0586215781116018,0,0,0,0,0,1
track_1131488,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/88/1131488.npy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,136.1248779296875,531.0,0.0228477020948781,136.0,0.4413646459579468,0.4943396151065826,5.070833206176758,1.1585086584091189,0.450883312382788,0.037463795681434,2185.6255048357493,605.1277262658587,2541.8226240656,405.03438921930274,24.07363143703165,0.0001273992260215,4882.039228976695,2.1606196653161267,0.0156049171437984,-172.19387046600642,91.23702995831884,1.3308617679471433,24.08574221111349,8.307783647462,7.736199917962296,1.4012321360451068,-3.55114866666108,-13.479140768887982,-5.5155207378137066,-6.383518427172128,-4.937008164976954,-3.4171152040818287,55.83062854779203,23.18670952327059,16.095020690837348,11.358549283277268,8.10964456011994,7.65003577204644,8.065389527519846,7.813572907223981,7.94101366508494,7.814161767895954,7.143405704791302,6.76560863821141,6.747615569120441,0.2172733205897944,0.0692615071630956,0.9247418312298484,0.0482069517170286,0.0472418929411947,0.0242143372760508,0.0713197103570662,0.0409788037018655,0.9994667377682976,-0.0731155606497394,0.1043800562880811,0.0114953247068761,0,0,0,0,1,0
track_1198188,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/88/1198188.npy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.01055908203125,63.0,0.4369198211601802,80.0,0.0645161271095275,0.9354838728904724,2.75,1.1802780628204346,0.7499670472837263,0.0070587838916505,2187.670723880265,637.1585196732236,2562.9264304033804,450.23470588647206,26.063329536540014,0.0347584731991367,5005.043203918339,3.08201703251563,0.0130241853538549,-97.73875626829422,62.66376601060136,3.74966186438498,32.47358072973514,6.916879120277424,8.050561418493839,0.2519327002213601,3.2948102372440884,-0.6363400288972809,5.990011230716392,-0.841916329920926,5.4389533025196375,-0.7448405878153599,114.90317790123088,28.12834189778342,14.903352685514111,12.53489335338081,8.501148327155049,8.083754694704218,8.361743791192213,8.48779576239848,8.32697410015725,7.956377635526318,6.280716106890537,6.075327606998834,7.011951630251128,0.2661381891429507,0.1087607246761914,0.90195136669591,0.0829272551025704,0.0488522117572388,0.0274416144432627,0.0788769779090843,0.051435199628224,0.9646902065289806,-0.0303120874000298,0.1247300723055211,0.0665603247876351,0,1,0,0,0,0
track_0245962,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/62/245962.npy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.05308532714844,381.0,0.7471070820470244,140.0,0.469613254070282,0.5052631497383118,6.433682918548584,1.4891678094863892,0.4332048963559301,0.0107491936685081,3308.02775056442,795.317473363919,2879.073764966074,359.9117027904062,21.34366461253584,0.0002344395293488,6769.797455732819,-2.746193993104628,0.0125213772987114,45.1548020713013,54.23319498018412,6.680469197312012,32.448860925858185,14.074163639466024,12.610376538052048,-8.009745188591921,12.429208008047366,1.299968500681441,5.066839682551684,2.126465116818481,2.382103432582752,-5.0913160367470445,62.52074799786008,26.760356258630235,14.981249954769265,12.79259700922681,12.19930685380813,8.705070056206718,8.974828235276837,7.720143943688098,7.428944276447084,6.807265593409206,6.648344309500753,6.218391723331586,5.9026610085287725,0.1873726308554648,0.0736229908989622,0.958317407895462,0.0551647128626434,0.0349600869774469,0.0127736296186443,0.0525452437039986,0.0227388569328529,0.9930407887106129,0.0778195955245553,0.0466397085761231,-0.0249129058383461,0,0,1,0,0,1
track_0719849,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/49/719849.npy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.9962158203125,332.0,0.1947114600151818,120.0,0.1217949390411377,0.8277945518493652,6.528700828552246,1.2164829969406128,0.4961073214914143,0.0251322198452311,1715.3589808996994,769.1792089826688,2194.284939774564,601.1491130906929,22.54006265845588,0.0100964888003206,3766.1654014287033,-0.2241874742224415,0.0181195344614773,-126.98419586506634,111.67356640642863,16.346713883865544,32.76925770878185,11.244598466337198,3.2594554421188247,-6.5903991376638045,3.927443828224885,-5.59606311931227,3.268268088756914,-1.7029442445212517,-1.123140123484607,-3.83556678214585,94.0444652658283,38.15463018339802,29.909462279046508,17.39733773832724,12.553763030953723,12.621087320465556,10.884878282810368,11.096847569614663,10.93244086765277,9.664376760705183,9.66171242322956,8.897588836946797,9.390702110232011,0.2192965323553835,0.0683102341355761,0.9316273920827972,0.0466405928818703,0.0473012454486957,0.02685066317268,0.0724699821967253,0.0451910442115518,0.9765503875968992,0.0743247073516816,0.1250413068460461,-0.0136101762550689,0,0,0,0,1,0
track_0736523,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/23/736523.npy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.17320251464844,527.0,0.2161226548498365,148.0,0.3983228802680969,0.5456273555755615,3.269001245498657,1.0276777744293213,0.4054442322866092,0.0100964948170966,2141.2756492665376,958.1951208584536,2316.046736471297,467.36609227440215,25.00724177462325,0.0002118735590432,4299.765270781657,1.3101855245866454,0.0133294955505968,-72.3086220106242,93.21376454062327,1.1246052155627866,20.925726660087985,-2.1449231220414524,10.284241928779377,-4.888522853384473,-1.9644369174399303,-11.454284800916612,-1.94133159011276,-8.841197006429445,0.3425182128594544,-4.626330906534141,107.43172940587058,34.79284007010606,24.739661309567108,17.776443523052016,11.155977135188884,10.716825317484195,8.521000226010045,9.440211873801902,16.08713167075785,13.96249005929898,17.16876040442291,12.1260908788092,14.633250106874227,0.2335656939226927,0.0943663171184365,0.890784753576696,0.1036082754309627,0.04261215202887,0.0343284488012678,0.0644664841425505,0.0518681045072836,1.0,0.0243235093934681,-0.212882706819687,0.0109920631004441,0,1,0,1,0,0
track_1129658,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/58/1129658.npy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109.2225112915039,405.0,0.1665185258452159,110.0,0.5654951930046082,0.3366336524486542,3.0283493995666504,1.0864193439483645,0.5534280616753172,0.0180967984515938,1121.589663886814,529.1194991557205,1629.5184853845303,568.719037617219,26.35837520229685,3.5728646049728506e-07,2218.867071542656,5.379974665459817,0.0161537047373572,-187.353431535408,140.01365862281654,8.96354305368488,26.45652315515292,20.07611355878524,16.75309497272816,0.1813875246944966,0.081640664773484,-4.719040250697231,-3.7344112458372,-6.3172546002358025,3.1634727472169195,-5.891868621036295,92.97391865390637,30.94586688422505,21.819534879397963,14.582017986288417,15.303919690321102,11.230873773714944,9.677240770865344,8.498009926151266,8.627645531214824,8.05314479629555,7.831928969449959,8.05672536645717,7.653378942279188,0.3518709251694232,0.1430710172948052,0.8177686341416449,0.1264455690125013,0.0475933890156826,0.0299064327103588,0.0760070567870428,0.0510976534451033,1.0,0.2371968382156237,-0.1708913916597436,-0.2106204444407234,0,0,0,0,0,1
track_1379947,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/47/1379947.npy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.01403045654297,359.0,0.3190401426301154,91.0,0.4608938694000244,0.5391061305999756,5.141666889190674,1.671081781387329,0.6666332155299586,0.0068644231281653,1408.4757774795207,749.1062039015346,2022.0197818702247,738.1979381147206,23.677309141191152,0.0001000999838103,3087.782370269114,1.0813496776602027,0.0273973946445883,-173.65192149797412,124.36746484650178,25.22611417550957,35.86757518451779,19.193502110011742,6.766813233328245,1.278762336113222,2.504785506211361,-1.024382993159383,0.1632194263738401,-1.8091636059291072,2.9040394203745308,-2.780169667526157,84.6615454221074,33.804407423824046,35.39496435802681,21.442686014783085,13.906532096615036,13.699216132841116,9.865564015142676,11.207831244190192,9.563761265198792,8.766067498106347,9.01577451081037,8.064270030356823,9.33979252413326,0.1778049637116427,0.0455878445429533,0.9549287919711468,0.0301059610241442,0.0242882666148866,0.0130673515489689,0.032945342609618,0.0219595620779752,1.0,0.0776653702875708,-0.0016782325679593,0.0493904981680715,0,0,0,0,0,1
track_0846411,/content/drive/MyDrive/MTG_Instrument_old/dataset/logmel_songs/11/846411.npy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,119.9919662475586,438.0,0.0581343095877697,120.0,0.0952380895614624,0.8695651888847351,3.1541733741760254,1.1671961545944214,0.5056317640933073,0.0318271674556814,1893.92885495234,515.1164683501053,2140.51934721096,439.9275591018651,26.18717378123069,0.0053654244808957,3903.645534479461,2.241631067563498,0.0094184423343086,-151.77452391165275,97.56603688553294,-11.430392158565976,35.668553723555334,11.64504627217224,10.761324635166837,-6.933042506229574,3.8524577489142624,-4.980628323470572,3.764827896314992,-4.426250239878037,4.411689441324295,-1.0932294161618847,83.07514690859558,26.84492786162875,20.201435971757505,12.98325480589771,12.367412260892747,10.59091838525202,10.298424377015555,8.850463567855074,8.952790512363915,7.895051878870658,7.1900075800172605,8.509580723759221,6.984795758653918,0.2463194512001396,0.067193835914351,0.9021030053509652,0.0482813127550949,0.0334316366557101,0.0160453369653915,0.0514690855745238,0.027796805504071,0.9697231833910036,0.2325828101681982,-0.0133592282021536,0.0369124241003502,0,0,0,0,1,0
